Site Category,Image Src,Code,Title,Price,Body (HTML),Collection,Vendor,Weight,Weight Unit,Status
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94316.jpg,LBCR94316,Embossed Daisies - Fairy Garden (12pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94341.jpg,LBCR94341,Butter Cup - Cardinal Red (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94342.jpg,LBCR94342,Butter Cup - Ivory Pearl (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94343.jpg,LBCR94343,Butter Cup - Precious Pink (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94344.jpg,LBCR94344,Butter Cup - Fairy Garden (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94358.jpg,LBCR94358,Valerie - Ivory Pearl (8pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94359.jpg,LBCR94359,Valerie - Precious Pink (8pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94360.jpg,LBCR94360,Valerie - Fairy Garden (8pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94411.jpg,LBCR94411,Ijra - Fairy Garden (15pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94416.jpg,LBCR94416,Elira - Cardinal Red (24pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94417.jpg,LBCR94417,Elira - Ivory Pearl (24pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94418.jpg,LBCR94418,Elira - Precious Pink (24pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94419.jpg,LBCR94419,Elira - Fairy Garden (24pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR94431.jpg,LBCR94431,Analee - Fairy Garden (6pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92911.jpg,LBCR92911,Jewel Butterfly - Pink (17pc),20.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93993.jpg,LBCR93993,Jewel Butterfly - Amber (17pc),20.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93994.jpg,LBCR93994,Jewel Butterfly - Pastel Purple (17pc),20.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR93995.jpg,LBCR93995,Jewel Butterfly - Blue Charm (17pc),20.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92212.jpg,LBCR92212,Astra - Sun & Rain (6pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92213.jpg,LBCR92213,Astra - Pink Passion (6pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92214.jpg,LBCR92214,Astra - Fairy Garden (6pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92219.jpg,LBCR92219,Astra - Precious Pink (6pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92232.jpg,LBCR92232,Carin - Sun & Rain (40pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92240.jpg,LBCR92240,Carin - Sunny Rose (40pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92252.jpg,LBCR92252,Cora - Sun & Rain (10pc) ,45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92253.jpg,LBCR92253,Cora - Pink Passion (10pc) ,45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92254.jpg,LBCR92254,Cora - Fairy Garden (10pc) ,45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92255.jpg,LBCR92255,Cora - Grape Surprise (10pc) ,45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92256.jpg,LBCR92256,Cora - Sunshine (10pc) ,45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92257.jpg,LBCR92257,Cora - Blue Sky (10pc) ,45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92260.jpg,LBCR92260,Cora - Sunny Rose (10pc) ,45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92323.jpg,LBCR92323,Galina - Pink Passion (7pc),45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92326.jpg,LBCR92326,Galina - Sunshine (7pc),45.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92334.jpg,LBCR92334,Frona - Fairy Garden (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92338.jpg,LBCR92338,Frona - Ivory Pearl (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92339.jpg,LBCR92339,Frona - Precious Pink (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92344.jpg,LBCR92344,Georgina - Fairy Garden (24pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92362.jpg,LBCR92362,Ilona - Sun & Rain (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92363.jpg,LBCR92363,Ilona - Pink Passion (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92370.jpg,LBCR92370,Ilona - Sunny Rose (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92402.jpg,LBCR92402,Karla - Sun & Rain (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92403.jpg,LBCR92403,Karla - Pink Passion (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92404.jpg,LBCR92404,Karla - Fairy Garden (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92406.jpg,LBCR92406,Karla - Sunshine (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92410.jpg,LBCR92410,Karla - Sunny Rose (5pc),35.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Flowers-LBCR92484.jpg,LBCR92484,Jocelyn - Fairy Garden (8pc),25.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/B333.jpg,B333,Sweetheart Blossoms - Lilac and Purple (20),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/B331.jpg,B331,Sweetheart Blossoms - Pinks (20),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Sparkle-Florettes-Lavender-LBCR87224.jpg,LBCR87224,Sparkle Florettes - Lavender Whisper (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Uniquely-creative-UCE1885-Chantilly-Flowers.jpg,UCE1885,Chantilly Paper Flowers,110.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87254.jpg,LBCR87254,Natalia - Aqua Splash (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87255.jpg,LBCR87255,Natalia - Honey Apricot (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87256.jpg,LBCR87256,Natalia - Ivory pearl (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87257.jpg,LBCR87257,Natalia - Lavender Whisper (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87258.jpg,LBCR87258,Natalia - Rosy Note (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87259.jpg,LBCR87259,Natalia - Sage Cream (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87260.jpg,LBCR87260,Natalia - Scarlet Blend (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87221.JPG,LBCR87221,Sparkle Florettes - Aqua Splash (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87223.JPG,LBCR87223,Sparkle Florettes - Ivory Pearl (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87225.JPG,LBCR87225,Sparkle Florettes - Rosy Note (60pc),36.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87064.jpg,LBCR87064,Halo - Aqua Splash (50pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87066.jpg,LBCR87066,Halo - Rosy Note (50pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Little-Birdie-Paper-Flowers-LBCRCR87071.jpg,LBCR87071,Halo - Ivory pearl (50pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B450.jpg,B450,Magnolias - Earth Tone (10pc),50.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B499.jpg,B499,Sweetheart Blossoms - Baby Pink (20pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B501.jpg,B501,Sweetheart Blossoms - Light Blue (20pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/B498.jpg,B498,Cottage Roses - Pastel (10pc),44.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B044.jpg,B044,Cosmos - White (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B150.jpg,B150,Cosmos - Aqua and Blue (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B210.jpg,B210,Chelsea Roses - Ivory (10pc),44.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B226.jpg,B226,Chelsea Roses - Baby Pink and Ivory (10pc),44.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B239.jpg,B239,Cosmos - Brown and White (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B251.jpg,B251,Cosmos - Red and White (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B267.jpg,B267,Chrysanthemums - Pink and White (10pc),44.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B270.jpg,B270,Chrysanthemums - Blue and Aqua (10pc),44.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B326.jpg,B326,Chrysanthemums - Earth Tones (10pc),44.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B359.jpg,B359,Apple Blossoms - Pastel (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B360.jpg,B360,Apple Blossoms - White (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B361.jpg,B361,Magnolias - Pastel (10pc),50.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B362.jpg,B362,Magnolias - White (10pc),50.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B417.jpg,B417,Apple Blossoms - Pink (10pc),30.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B421.jpg,B421,Magnolias - Pink (10pc),50.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
Flowers,https://www.thewholesaler.biz/images/prods/big/Bloom-paper-flowers-B422.jpg,B422,Magnolias - Purple (10pc),50.00,"Exquisite handmade paper flowers, perfect for embellishing scrapbook pages and cards.",Embellishments,The Wholesaler,,kg,Draft
